record_id,week_no,date,work_centre,shift,planned_hrs,actual_hrs,utilization_pct,downtime_hrs,downtime_reason,delay_hrs,throughput_deviation_pct,overload_probability,operator_count,wc_status,scenario
WCU-06-2-WC-07-Af,6,2026-02-10,WC-07,Afternoon,8,7.75,95.22,0.25,Material Wait,2.58,18,0.34,1,Active,DEMAND_SPIKE
WCU-06-2-WC-07-Ni,6,2026-02-10,WC-07,Night,8,7.64,117.95,0.36,None,1.35,33,0.78,1,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-09-Mo,6,2026-02-10,WC-09,Morning,8,7.51,100.23,0.49,Material Wait,1.9,43,0.49,1,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-09-Af,6,2026-02-10,WC-09,Afternoon,8,7.7,124.76,0.3,Planned Maintenance,4.44,21,0.92,2,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-09-Ni,6,2026-02-10,WC-09,Night,8,7.22,110.38,0.78,None,4.72,42,0.7,2,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-12-Mo,6,2026-02-10,WC-12,Morning,8,6.59,127.42,1.41,Material Wait,4.96,25,0.99,4,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-12-Af,6,2026-02-10,WC-12,Afternoon,8,6.54,102.67,1.46,None,3.42,30,0.46,1,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-12-Ni,6,2026-02-10,WC-12,Night,8,7.6,106.87,0.4,None,2.17,25,0.54,2,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-15-Mo,6,2026-02-10,WC-15,Morning,8,6.67,98.81,1.33,Planned Maintenance,1.46,24,0.4,1,Active,DEMAND_SPIKE
WCU-06-2-WC-15-Af,6,2026-02-10,WC-15,Afternoon,8,7.04,110.16,0.96,None,3.62,16,0.56,3,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-15-Ni,6,2026-02-10,WC-15,Night,8,6.74,103.36,1.26,None,4.17,16,0.48,2,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-ASSM-03-Mo,6,2026-02-10,WC-ASSM-03,Morning,8,7.78,105.77,0.22,Setup,4.83,24,0.6,2,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-ASSM-03-Af,6,2026-02-10,WC-ASSM-03,Afternoon,8,7.39,119.67,0.61,Planned Maintenance,2.87,16,0.85,2,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-ASSM-03-Ni,6,2026-02-10,WC-ASSM-03,Night,8,6.56,114.89,1.44,None,4.14,45,0.68,3,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-01-Mo,6,2026-02-11,WC-01,Morning,8,7.33,102.18,0.67,None,4.71,27,0.45,1,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-01-Af,6,2026-02-11,WC-01,Afternoon,8,6.59,129.53,1.41,Material Wait,1.39,32,0.99,2,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-01-Ni,6,2026-02-11,WC-01,Night,8,7.86,117.11,0.14,Planned Maintenance,4.33,27,0.69,4,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-04-Mo,6,2026-02-11,WC-04,Morning,8,7.52,124.28,0.48,None,1.52,20,0.8,4,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-04-Af,6,2026-02-11,WC-04,Afternoon,8,7.86,96.69,0.14,Planned Maintenance,2.39,41,0.35,1,Active,DEMAND_SPIKE
WCU-06-3-WC-04-Ni,6,2026-02-11,WC-04,Night,8,7.16,124.14,0.84,Setup,3.99,19,0.9,4,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-07-Mo,6,2026-02-11,WC-07,Morning,8,6.54,114.08,1.46,None,3.08,18,0.74,4,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-07-Af,6,2026-02-11,WC-07,Afternoon,8,7.56,125.01,0.44,Planned Maintenance,3.7,26,0.99,3,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-07-Ni,6,2026-02-11,WC-07,Night,8,7.64,93.62,0.36,None,2.4,33,0.28,1,Active,DEMAND_SPIKE
WCU-06-3-WC-09-Mo,6,2026-02-11,WC-09,Morning,8,7.65,106.29,0.35,Setup,1.84,19,0.47,3,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-09-Af,6,2026-02-11,WC-09,Afternoon,8,6.65,123.03,1.35,Material Wait,4.69,36,0.91,3,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-09-Ni,6,2026-02-11,WC-09,Night,8,6.73,112.24,1.27,None,3.01,41,0.72,4,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-12-Mo,6,2026-02-11,WC-12,Morning,8,7.81,102.71,0.19,Planned Maintenance,2.67,35,0.53,1,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-12-Af,6,2026-02-11,WC-12,Afternoon,8,7.61,118.12,0.39,None,1.83,20,0.84,4,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-12-Ni,6,2026-02-11,WC-12,Night,8,7.31,114.75,0.69,Planned Maintenance,4.49,22,0.66,3,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-15-Mo,6,2026-02-11,WC-15,Morning,8,7.06,101.72,0.94,Planned Maintenance,3.87,37,0.39,2,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-15-Af,6,2026-02-11,WC-15,Afternoon,8,6.82,118.09,1.18,None,1.47,49,0.7,3,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-15-Ni,6,2026-02-11,WC-15,Night,8,7.54,115.3,0.46,None,1.95,16,0.65,1,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-ASSM-03-Mo,6,2026-02-11,WC-ASSM-03,Morning,8,6.65,104.17,1.35,None,4.77,54,0.54,3,Overloaded,DEMAND_SPIKE
WCU-06-3-WC-ASSM-03-Af,6,2026-02-11,WC-ASSM-03,Afternoon,8,7.47,94.99,0.53,None,2.15,29,0.25,4,Active,DEMAND_SPIKE
WCU-06-3-WC-ASSM-03-Ni,6,2026-02-11,WC-ASSM-03,Night,8,7.85,105.62,0.15,Setup,3.48,25,0.52,3,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-01-Mo,6,2026-02-12,WC-01,Morning,8,6.8,108.89,1.2,None,3.99,55,0.63,1,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-01-Af,6,2026-02-12,WC-01,Afternoon,8,7.0,121.64,1.0,Planned Maintenance,3.31,49,0.86,3,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-01-Ni,6,2026-02-12,WC-01,Night,8,7.24,129.01,0.76,Material Wait,2.98,37,0.99,1,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-04-Mo,6,2026-02-12,WC-04,Morning,8,6.62,111.2,1.38,None,4.57,21,0.57,3,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-04-Af,6,2026-02-12,WC-04,Afternoon,8,6.9,107.26,1.1,Material Wait,1.24,24,0.51,2,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-04-Ni,6,2026-02-12,WC-04,Night,8,7.44,112.3,0.56,Material Wait,3.82,51,0.66,3,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-07-Mo,6,2026-02-12,WC-07,Morning,8,7.66,113.85,0.34,None,4.57,45,0.6,3,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-07-Af,6,2026-02-12,WC-07,Afternoon,8,7.16,121.76,0.84,None,3.46,55,0.83,2,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-07-Ni,6,2026-02-12,WC-07,Night,8,6.8,96.54,1.2,Planned Maintenance,2.45,22,0.41,4,Active,DEMAND_SPIKE
WCU-06-4-WC-09-Mo,6,2026-02-12,WC-09,Morning,8,7.9,118.62,0.1,None,1.74,41,0.67,3,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-09-Af,6,2026-02-12,WC-09,Afternoon,8,7.77,102.05,0.23,None,2.62,47,0.51,1,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-09-Ni,6,2026-02-12,WC-09,Night,8,7.72,114.34,0.28,Material Wait,4.37,44,0.65,3,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-12-Mo,6,2026-02-12,WC-12,Morning,8,6.55,104.52,1.45,Material Wait,3.94,22,0.44,3,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-12-Af,6,2026-02-12,WC-12,Afternoon,8,7.38,110.03,0.62,Planned Maintenance,3.31,50,0.66,3,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-12-Ni,6,2026-02-12,WC-12,Night,8,7.94,113.05,0.06,None,3.02,28,0.58,4,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-15-Mo,6,2026-02-12,WC-15,Morning,8,7.7,120.26,0.3,Material Wait,3.74,41,0.79,4,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-15-Af,6,2026-02-12,WC-15,Afternoon,8,6.78,111.0,1.22,Setup,1.51,30,0.61,4,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-15-Ni,6,2026-02-12,WC-15,Night,8,7.71,129.5,0.29,None,3.99,38,0.94,2,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-ASSM-03-Mo,6,2026-02-12,WC-ASSM-03,Morning,8,7.67,95.08,0.33,None,3.0,32,0.21,2,Active,DEMAND_SPIKE
WCU-06-4-WC-ASSM-03-Af,6,2026-02-12,WC-ASSM-03,Afternoon,8,6.58,127.28,1.42,None,4.44,32,0.99,2,Overloaded,DEMAND_SPIKE
WCU-06-4-WC-ASSM-03-Ni,6,2026-02-12,WC-ASSM-03,Night,8,7.0,127.52,1.0,Planned Maintenance,2.19,32,0.87,1,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-01-Mo,6,2026-02-13,WC-01,Morning,8,6.75,91.71,1.25,Planned Maintenance,2.05,32,0.25,1,Active,DEMAND_SPIKE
WCU-06-5-WC-01-Af,6,2026-02-13,WC-01,Afternoon,8,7.22,93.85,0.78,Setup,3.87,25,0.31,3,Active,DEMAND_SPIKE
WCU-06-5-WC-01-Ni,6,2026-02-13,WC-01,Night,8,7.66,99.18,0.34,Setup,2.75,43,0.46,3,Active,DEMAND_SPIKE
WCU-06-5-WC-04-Mo,6,2026-02-13,WC-04,Morning,8,7.42,95.65,0.58,None,4.22,38,0.34,2,Active,DEMAND_SPIKE
WCU-06-5-WC-04-Af,6,2026-02-13,WC-04,Afternoon,8,7.34,106.31,0.66,Material Wait,3.67,48,0.43,2,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-04-Ni,6,2026-02-13,WC-04,Night,8,6.79,109.63,1.21,Setup,1.31,18,0.58,3,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-07-Mo,6,2026-02-13,WC-07,Morning,8,6.97,126.94,1.03,Material Wait,2.47,47,0.99,2,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-07-Af,6,2026-02-13,WC-07,Afternoon,8,7.83,103.24,0.17,None,4.55,51,0.56,4,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-07-Ni,6,2026-02-13,WC-07,Night,8,7.7,93.0,0.3,None,1.41,39,0.23,4,Active,DEMAND_SPIKE
WCU-06-5-WC-09-Mo,6,2026-02-13,WC-09,Morning,8,7.52,99.93,0.48,None,1.13,21,0.3,4,Active,DEMAND_SPIKE
WCU-06-5-WC-09-Af,6,2026-02-13,WC-09,Afternoon,8,7.24,121.0,0.76,None,1.5,39,0.75,4,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-09-Ni,6,2026-02-13,WC-09,Night,8,6.6,111.63,1.4,Material Wait,4.0,17,0.69,4,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-12-Mo,6,2026-02-13,WC-12,Morning,8,7.96,115.8,0.04,Material Wait,1.03,34,0.65,2,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-12-Af,6,2026-02-13,WC-12,Afternoon,8,7.25,106.69,0.75,None,2.08,48,0.46,3,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-12-Ni,6,2026-02-13,WC-12,Night,8,7.65,117.39,0.35,Setup,4.8,19,0.73,3,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-15-Mo,6,2026-02-13,WC-15,Morning,8,7.38,98.07,0.62,None,1.05,42,0.43,4,Active,DEMAND_SPIKE
WCU-06-5-WC-15-Af,6,2026-02-13,WC-15,Afternoon,8,7.93,114.86,0.07,Material Wait,1.29,44,0.61,1,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-15-Ni,6,2026-02-13,WC-15,Night,8,7.28,127.34,0.72,None,4.58,19,0.87,1,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-ASSM-03-Mo,6,2026-02-13,WC-ASSM-03,Morning,8,6.91,118.26,1.09,None,2.04,31,0.8,2,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-ASSM-03-Af,6,2026-02-13,WC-ASSM-03,Afternoon,8,6.82,108.75,1.18,Planned Maintenance,2.57,42,0.48,1,Overloaded,DEMAND_SPIKE
WCU-06-5-WC-ASSM-03-Ni,6,2026-02-13,WC-ASSM-03,Night,8,6.87,112.46,1.13,None,3.54,44,0.63,2,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-01-Mo,7,2026-02-16,WC-01,Morning,8,7.86,117.51,0.14,None,2.96,24,0.71,3,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-01-Af,7,2026-02-16,WC-01,Afternoon,8,7.46,123.58,0.54,None,1.11,52,0.79,4,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-01-Ni,7,2026-02-16,WC-01,Night,8,6.63,90.21,1.37,Material Wait,4.78,44,0.13,3,Active,DEMAND_SPIKE
WCU-07-1-WC-04-Mo,7,2026-02-16,WC-04,Morning,8,6.85,110.93,1.15,None,3.01,25,0.59,2,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-04-Af,7,2026-02-16,WC-04,Afternoon,8,7.31,110.68,0.69,None,1.49,46,0.58,2,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-04-Ni,7,2026-02-16,WC-04,Night,8,6.64,122.17,1.36,None,4.79,54,0.83,2,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-07-Mo,7,2026-02-16,WC-07,Morning,8,7.21,118.92,0.79,Material Wait,4.1,19,0.76,1,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-07-Af,7,2026-02-16,WC-07,Afternoon,8,7.43,116.12,0.57,Setup,3.41,45,0.63,1,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-07-Ni,7,2026-02-16,WC-07,Night,8,7.79,114.18,0.21,Setup,2.29,34,0.69,2,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-09-Mo,7,2026-02-16,WC-09,Morning,8,7.37,109.14,0.63,Setup,3.04,29,0.48,2,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-09-Af,7,2026-02-16,WC-09,Afternoon,8,6.97,127.14,1.03,Planned Maintenance,1.17,18,0.85,2,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-09-Ni,7,2026-02-16,WC-09,Night,8,7.89,120.48,0.11,None,3.05,42,0.72,3,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-12-Mo,7,2026-02-16,WC-12,Morning,8,7.68,123.93,0.32,Material Wait,4.49,20,0.81,2,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-12-Af,7,2026-02-16,WC-12,Afternoon,8,7.03,116.9,0.97,Planned Maintenance,2.84,39,0.7,1,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-12-Ni,7,2026-02-16,WC-12,Night,8,7.08,101.9,0.92,Setup,1.24,55,0.36,3,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-15-Mo,7,2026-02-16,WC-15,Morning,8,6.51,113.68,1.49,None,1.97,22,0.71,1,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-15-Af,7,2026-02-16,WC-15,Afternoon,8,6.72,103.61,1.28,Material Wait,2.76,21,0.56,4,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-15-Ni,7,2026-02-16,WC-15,Night,8,7.02,112.47,0.98,None,3.13,51,0.73,4,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-ASSM-03-Mo,7,2026-02-16,WC-ASSM-03,Morning,8,6.91,122.9,1.09,None,4.62,27,0.83,3,Overloaded,DEMAND_SPIKE
WCU-07-1-WC-ASSM-03-Af,7,2026-02-16,WC-ASSM-03,Afternoon,8,7.17,95.29,0.83,None,1.57,33,0.33,4,Active,DEMAND_SPIKE
WCU-07-1-WC-ASSM-03-Ni,7,2026-02-16,WC-ASSM-03,Night,8,7.71,116.76,0.29,None,3.98,22,0.8,4,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-01-Mo,7,2026-02-17,WC-01,Morning,8,7.12,128.84,0.88,Planned Maintenance,2.54,53,0.95,2,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-01-Af,7,2026-02-17,WC-01,Afternoon,8,6.93,108.84,1.07,Setup,3.74,28,0.5,1,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-01-Ni,7,2026-02-17,WC-01,Night,8,7.96,118.5,0.04,None,2.43,41,0.71,2,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-04-Mo,7,2026-02-17,WC-04,Morning,8,6.52,127.36,1.48,None,2.84,17,0.92,2,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-04-Af,7,2026-02-17,WC-04,Afternoon,8,7.13,116.96,0.87,Setup,2.6,52,0.72,4,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-04-Ni,7,2026-02-17,WC-04,Night,8,7.34,121.46,0.66,None,1.4,41,0.85,3,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-07-Mo,7,2026-02-17,WC-07,Morning,8,6.9,92.58,1.1,Setup,2.27,26,0.32,1,Active,DEMAND_SPIKE
WCU-07-2-WC-07-Af,7,2026-02-17,WC-07,Afternoon,8,7.04,103.11,0.96,None,2.86,15,0.48,2,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-07-Ni,7,2026-02-17,WC-07,Night,8,7.8,126.16,0.2,Material Wait,4.55,19,0.9,1,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-09-Mo,7,2026-02-17,WC-09,Morning,8,6.61,104.0,1.39,None,3.04,26,0.54,4,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-09-Af,7,2026-02-17,WC-09,Afternoon,8,7.64,97.58,0.36,None,4.59,33,0.4,3,Active,DEMAND_SPIKE
WCU-07-2-WC-09-Ni,7,2026-02-17,WC-09,Night,8,7.65,97.87,0.35,None,1.11,18,0.28,4,Active,DEMAND_SPIKE
WCU-07-2-WC-12-Mo,7,2026-02-17,WC-12,Morning,8,6.94,103.76,1.06,None,2.86,40,0.52,2,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-12-Af,7,2026-02-17,WC-12,Afternoon,8,7.74,91.68,0.26,None,4.64,26,0.16,2,Active,DEMAND_SPIKE
WCU-07-2-WC-12-Ni,7,2026-02-17,WC-12,Night,8,7.99,91.96,0.01,None,4.15,17,0.19,3,Active,DEMAND_SPIKE
WCU-07-2-WC-15-Mo,7,2026-02-17,WC-15,Morning,8,7.22,115.82,0.78,None,1.64,51,0.69,4,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-15-Af,7,2026-02-17,WC-15,Afternoon,8,7.28,103.95,0.72,None,4.58,29,0.56,4,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-15-Ni,7,2026-02-17,WC-15,Night,8,7.35,99.46,0.65,None,3.81,32,0.34,3,Active,DEMAND_SPIKE
WCU-07-2-WC-ASSM-03-Mo,7,2026-02-17,WC-ASSM-03,Morning,8,7.42,103.53,0.58,Material Wait,1.42,22,0.4,1,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-ASSM-03-Af,7,2026-02-17,WC-ASSM-03,Afternoon,8,6.92,104.32,1.08,None,1.69,35,0.51,1,Overloaded,DEMAND_SPIKE
WCU-07-2-WC-ASSM-03-Ni,7,2026-02-17,WC-ASSM-03,Night,8,7.3,95.19,0.7,None,4.04,50,0.22,3,Active,DEMAND_SPIKE
WCU-07-3-WC-01-Mo,7,2026-02-18,WC-01,Morning,8,7.75,91.27,0.25,Planned Maintenance,3.6,31,0.25,2,Active,DEMAND_SPIKE
WCU-07-3-WC-01-Af,7,2026-02-18,WC-01,Afternoon,8,6.99,123.01,1.01,None,2.75,15,0.83,2,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-01-Ni,7,2026-02-18,WC-01,Night,8,7.93,104.81,0.07,None,3.92,49,0.55,3,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-04-Mo,7,2026-02-18,WC-04,Morning,8,6.52,125.1,1.48,Planned Maintenance,4.41,53,0.91,3,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-04-Af,7,2026-02-18,WC-04,Afternoon,8,6.72,109.41,1.28,Planned Maintenance,3.47,21,0.53,3,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-04-Ni,7,2026-02-18,WC-04,Night,8,7.82,108.5,0.18,Material Wait,2.86,21,0.56,1,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-07-Mo,7,2026-02-18,WC-07,Morning,8,7.35,115.42,0.65,None,4.06,35,0.72,4,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-07-Af,7,2026-02-18,WC-07,Afternoon,8,7.71,129.55,0.29,None,1.87,53,0.99,1,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-07-Ni,7,2026-02-18,WC-07,Night,8,7.49,120.54,0.51,Material Wait,4.34,21,0.76,2,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-09-Mo,7,2026-02-18,WC-09,Morning,8,6.83,125.27,1.17,Planned Maintenance,3.96,43,0.84,3,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-09-Af,7,2026-02-18,WC-09,Afternoon,8,7.21,120.28,0.79,None,1.82,18,0.77,4,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-09-Ni,7,2026-02-18,WC-09,Night,8,6.73,114.69,1.27,None,4.29,53,0.72,4,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-12-Mo,7,2026-02-18,WC-12,Morning,8,7.93,118.74,0.07,None,1.77,16,0.72,4,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-12-Af,7,2026-02-18,WC-12,Afternoon,8,7.11,108.75,0.89,Planned Maintenance,4.49,52,0.54,1,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-12-Ni,7,2026-02-18,WC-12,Night,8,7.7,121.13,0.3,None,2.73,23,0.73,2,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-15-Mo,7,2026-02-18,WC-15,Morning,8,6.71,102.0,1.29,None,1.59,20,0.54,2,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-15-Af,7,2026-02-18,WC-15,Afternoon,8,6.57,100.28,1.43,Material Wait,1.02,54,0.44,3,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-15-Ni,7,2026-02-18,WC-15,Night,8,7.79,94.0,0.21,Material Wait,3.27,35,0.33,4,Active,DEMAND_SPIKE
WCU-07-3-WC-ASSM-03-Mo,7,2026-02-18,WC-ASSM-03,Morning,8,7.42,100.47,0.58,None,3.82,25,0.39,2,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-ASSM-03-Af,7,2026-02-18,WC-ASSM-03,Afternoon,8,6.88,121.32,1.12,None,1.4,22,0.83,2,Overloaded,DEMAND_SPIKE
WCU-07-3-WC-ASSM-03-Ni,7,2026-02-18,WC-ASSM-03,Night,8,6.82,103.79,1.18,None,2.52,29,0.55,2,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-01-Mo,7,2026-02-19,WC-01,Morning,8,7.16,122.67,0.84,Material Wait,1.44,47,0.92,2,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-01-Af,7,2026-02-19,WC-01,Afternoon,8,6.6,117.89,1.4,Material Wait,2.46,54,0.72,4,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-01-Ni,7,2026-02-19,WC-01,Night,8,7.63,93.6,0.37,None,2.08,48,0.26,3,Active,DEMAND_SPIKE
WCU-07-4-WC-04-Mo,7,2026-02-19,WC-04,Morning,8,7.82,95.27,0.18,None,2.56,35,0.28,4,Active,DEMAND_SPIKE
WCU-07-4-WC-04-Af,7,2026-02-19,WC-04,Afternoon,8,7.83,124.92,0.17,Setup,2.61,44,0.82,1,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-04-Ni,7,2026-02-19,WC-04,Night,8,6.52,95.55,1.48,None,2.74,26,0.23,1,Active,DEMAND_SPIKE
WCU-07-4-WC-07-Mo,7,2026-02-19,WC-07,Morning,8,7.42,116.72,0.58,Setup,2.71,29,0.7,3,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-07-Af,7,2026-02-19,WC-07,Afternoon,8,7.13,119.25,0.87,None,1.53,47,0.86,3,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-07-Ni,7,2026-02-19,WC-07,Night,8,7.01,94.5,0.99,Setup,2.15,16,0.2,1,Active,DEMAND_SPIKE
WCU-07-4-WC-09-Mo,7,2026-02-19,WC-09,Morning,8,6.63,122.13,1.37,Setup,1.56,39,0.89,3,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-09-Af,7,2026-02-19,WC-09,Afternoon,8,7.13,107.32,0.87,Planned Maintenance,4.64,45,0.45,3,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-09-Ni,7,2026-02-19,WC-09,Night,8,7.4,118.45,0.6,None,1.63,25,0.67,2,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-12-Mo,7,2026-02-19,WC-12,Morning,8,7.1,110.73,0.9,Material Wait,4.77,25,0.66,2,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-12-Af,7,2026-02-19,WC-12,Afternoon,8,7.12,118.05,0.88,Material Wait,2.52,48,0.71,2,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-12-Ni,7,2026-02-19,WC-12,Night,8,7.8,124.07,0.2,Setup,1.9,28,0.93,2,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-15-Mo,7,2026-02-19,WC-15,Morning,8,6.72,129.15,1.28,None,3.08,42,0.91,1,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-15-Af,7,2026-02-19,WC-15,Afternoon,8,7.17,91.71,0.83,Planned Maintenance,1.78,51,0.19,3,Active,DEMAND_SPIKE
WCU-07-4-WC-15-Ni,7,2026-02-19,WC-15,Night,8,6.76,123.48,1.24,Planned Maintenance,2.19,28,0.78,2,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-ASSM-03-Mo,7,2026-02-19,WC-ASSM-03,Morning,8,7.06,117.76,0.94,Setup,2.1,50,0.74,1,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-ASSM-03-Af,7,2026-02-19,WC-ASSM-03,Afternoon,8,6.57,121.19,1.43,None,4.07,32,0.73,2,Overloaded,DEMAND_SPIKE
WCU-07-4-WC-ASSM-03-Ni,7,2026-02-19,WC-ASSM-03,Night,8,7.74,116.64,0.26,Material Wait,2.37,43,0.74,3,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-01-Mo,7,2026-02-20,WC-01,Morning,8,7.19,123.59,0.81,Material Wait,1.81,30,0.82,4,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-01-Af,7,2026-02-20,WC-01,Afternoon,8,7.2,120.11,0.8,Setup,3.43,24,0.81,3,Overloaded,DEMAND_SPIKE
WCU-07-5-WC-01-Ni,7,2026-02-20,WC-01,Night,8,7.35,91.87,0.65,None,1.47,27,0.18,2,Active,DEMAND_SPIKE
WCU-07-5-WC-04-Mo,7,2026-02-20,WC-04,Morning,8,7.19,112.09,0.81,None,4.41,41,0.67,4,Overloaded,DEMAND_SPIKE
